name,customizable_games,children's_games,thematic_games,strategy_games,abstract_games,family_games,wargames,party_games
Specter Ops,0,0,1,1,0,0,0,0
The Downfall of Pompeii,0,0,0,0,0,1,0,0
Coloretto,0,0,0,0,0,1,0,0
Leaving Earth,0,0,1,1,0,0,0,0
Escape: The Curse of the Temple,0,0,0,0,0,1,0,0
Kingdom Builder,0,0,0,1,0,1,0,0
Tokaido,0,0,0,0,0,1,0,0
Elder Sign,0,0,1,0,0,0,0,0
Steampunk Rally,0,0,0,1,0,1,0,0
Star Wars: X-Wing (Second Edition),1,0,0,0,0,0,1,0
Vegas Showdown,0,0,0,1,0,0,0,0
Cacao,0,0,0,0,0,1,0,0
Arkwright,0,0,0,1,0,0,0,0
Up Front,0,0,0,0,0,0,1,0
Yamataï,0,0,0,1,0,0,0,0
Eminent Domain,0,0,0,1,0,0,0,0
Advanced Squad Leader: Starter Kit #1,0,0,0,0,0,0,1,0
The Networks,0,0,0,1,0,0,0,0
High Society,0,0,0,0,0,1,0,0
The Duke,0,0,0,0,1,0,0,0
Tash-Kalar: Arena of Legends,0,0,0,1,1,0,0,0
The King's Dilemma,0,0,1,0,0,0,0,0
Praga Caput Regni,0,0,0,1,0,0,0,0
Arcadia Quest: Inferno,0,0,1,0,0,0,0,0
Love Letter: Batman,0,0,0,0,0,1,0,0
BANG! The Dice Game,0,0,0,0,0,0,0,1
Mandala,0,0,0,0,1,1,0,0
K2,0,0,1,0,0,1,0,0
Space Hulk,0,0,1,0,0,0,0,0
The Oracle of Delphi,0,0,0,1,0,0,0,0
Cry Havoc,0,0,0,1,0,0,0,0
HeroQuest,0,0,1,0,0,0,0,0
Dawn of the Zeds (Third Edition),0,0,1,0,0,0,0,0
Dragon Castle,0,0,0,0,1,1,0,0
Shipyard,0,0,0,1,0,0,0,0
Century: Eastern Wonders,0,0,0,1,0,1,0,0
Yspahan,0,0,0,1,0,0,0,0
Empires: Age of Discovery,0,0,0,1,0,0,0,0
Between Two Castles of Mad King Ludwig,0,0,0,0,0,1,0,0
Onirim (Second Edition),0,0,0,1,0,1,0,0
Middle-Earth Quest,0,0,1,0,0,0,0,0
Silver & Gold,0,0,0,0,0,1,0,0
Zombicide Season 2: Prison Outbreak,0,0,1,0,0,0,0,0
Mexica,0,0,0,1,0,0,0,0
Coal Baron,0,0,0,1,0,0,0,0
Crusaders: Thy Will Be Done,0,0,0,1,0,0,0,0
Ashes Reborn: Rise of the Phoenixborn,1,0,0,0,0,0,0,0
Between Two Cities,0,0,0,0,0,1,0,0
Wir sind das Volk!,0,0,0,1,0,0,0,0
Star Trek: Fleet Captains,0,0,1,1,0,0,0,0
World Without End,0,0,0,1,0,0,0,0
Carcassonne: The Castle,0,0,0,1,0,1,0,0
Ascension: Deckbuilding Game,0,0,0,1,0,0,0,0
6 nimmt!,0,0,0,0,0,1,0,0
Summoner Wars: Alliances Master Set,1,0,0,0,0,0,0,0
Telestrations: 12 Player Party Pack,0,0,0,0,0,0,0,1
D-Day at Omaha Beach,0,0,0,0,0,0,1,0
Churchill,0,0,0,1,0,0,1,0
Saint Petersburg (Second Edition),0,0,0,1,0,0,0,0
1989: Dawn of Freedom,0,0,0,1,0,0,1,0
Feudum,0,0,0,1,0,0,0,0
My Little Scythe,0,0,0,0,0,1,0,0
Diplomacy,0,0,0,1,0,0,1,0
Reef,0,0,0,0,1,1,0,0
Caverna: Cave vs Cave,0,0,0,1,0,0,0,0
Among the Stars,0,0,0,1,0,0,0,0
Ex Libris,0,0,0,1,0,1,0,0
Prêt-à-Porter,0,0,0,1,0,0,0,0
Super Motherload,0,0,0,1,0,0,0,0
Warhammer: Invasion,1,0,0,1,0,0,0,0
Space Hulk: Death Angel - The Card Game,0,0,1,0,0,0,0,0
Cribbage,0,0,0,0,1,1,0,0
Washington's War,0,0,0,0,0,0,1,0
King of New York,0,0,0,0,0,1,0,0
Villagers,0,0,0,1,0,1,0,0
Vast: The Crystal Caverns,0,0,1,1,0,0,0,0
Conflict of Heroes: Awakening the Bear! - Russia 1941-42,0,0,0,0,0,0,1,0
Deep Sea Adventure,0,0,0,0,0,1,0,0
Vasco da Gama,0,0,0,1,0,0,0,0
The Mind,0,0,0,0,0,1,0,1
Kanagawa,0,0,0,0,0,1,0,0
Wits & Wagers,0,0,0,0,0,0,0,1
Smartphone Inc.,0,0,0,1,0,0,0,0
Panamax,0,0,0,1,0,0,0,0
Exit: The Game - The Secret Lab,0,0,1,0,0,1,0,0
Oh My Goods!,0,0,0,1,0,0,0,0
13 Days: The Cuban Missile Crisis,0,0,0,1,0,0,1,0
Dungeons & Dragons: The Legend of Drizzt Board Game,0,0,1,0,0,0,0,0
Tribune: Primus Inter Pares,0,0,0,1,0,0,0,0
Napoleon's Triumph,0,0,0,0,0,0,1,0
Yedo,0,0,1,1,0,0,0,0
Blue Moon City,0,0,0,1,0,1,0,0
Disney Villainous,0,0,0,0,0,1,0,0
One Deck Dungeon,0,0,1,0,0,0,0,0
Finca,0,0,0,0,0,1,0,0
Marvel Dice Masters: Avengers vs. X-Men,1,0,0,0,0,0,0,0
Tajemnicze Domostwo,0,0,1,0,0,0,0,1
XCOM: The Board Game,0,0,1,0,0,0,0,0
Spyfall,0,0,0,0,0,0,0,1
City of the Big Shoulders,0,0,0,1,0,0,0,0
FUSE,0,0,0,0,0,1,0,0
Squad Leader,0,0,0,0,0,0,1,0
Warhammer Underworlds: Shadespire,1,0,0,0,0,0,0,0
Blokus,0,0,0,0,1,0,0,0
Jambo,0,0,0,1,0,0,0,0
Lords of Xidit,0,0,0,1,0,0,0,0
Century: A New World,0,0,0,1,0,1,0,0
Civilization: A New Dawn,0,0,0,1,0,0,0,0
Zombie Kidz Evolution,0,1,0,0,0,1,0,0
The Pursuit of Happiness,0,0,0,0,0,1,0,0
Cooper Island,0,0,0,1,0,0,0,0
Reef Encounter,0,0,0,1,0,0,0,0
ZÈRTZ,0,0,0,0,1,0,0,0
A Fake Artist Goes to New York,0,0,0,0,0,0,0,1
Combat Commander: Pacific,0,0,0,0,0,0,1,0
Scoville,0,0,0,1,0,0,0,0
Draftosaurus,0,0,0,0,0,1,0,0
Unlock!: Heroic Adventures,0,0,1,0,0,0,0,0
Tinners' Trail,0,0,0,1,0,0,0,0
Treasure Island,0,0,1,0,0,1,0,0
Red7,0,0,0,0,0,1,0,0
King of Tokyo: Dark Edition,0,0,0,0,0,0,0,0
Black Angel,0,0,0,1,0,0,0,0
Star Wars: The Card Game,1,0,0,0,0,0,0,0
Spyrium,0,0,0,1,0,0,0,0
Summoner Wars: Phoenix Elves vs Tundra Orcs,1,0,0,1,0,0,0,0
AuZtralia,0,0,0,1,0,0,0,0
Whitehall Mystery,0,0,1,1,0,0,0,0
Outlive,0,0,0,1,0,0,0,0
Virgin Queen,0,0,0,1,0,0,1,0
Union Pacific,0,0,0,1,0,0,0,0
The Estates,0,0,0,1,0,0,0,0
In the Hall of the Mountain King,0,0,0,1,0,0,0,0
Brew Crafters,0,0,0,1,0,0,0,0
Conflict of Heroes: Awakening the Bear! - Operation Barbarossa 1941 (Second Edition),0,0,0,0,0,0,1,0
Friedrich,0,0,0,0,0,0,1,0
Legendary: A Marvel Deck Building Game - Villains,1,0,1,0,0,0,0,0
Hyperborea,0,0,0,1,0,0,0,0
Carcassonne: The City,0,0,0,1,0,1,0,0
Bonfire,0,0,0,1,0,0,0,0
Dogs of War,0,0,0,1,0,0,0,0
Not Alone,0,0,0,1,0,0,0,0
Perudo,0,0,0,0,0,1,0,1
Ricochet Robots,0,0,0,0,1,0,0,0
New Frontiers,0,0,0,1,0,0,0,0
Summoner Wars: Guild Dwarves vs Cave Goblins,1,0,0,1,0,0,0,0
Fugitive,0,0,0,0,0,1,0,0
Ca$h 'n Guns (Second Edition),0,0,0,0,0,0,0,1
My City,0,0,0,1,0,0,0,0
Celestia,0,0,0,0,0,1,0,0
Thunderstone,0,0,1,1,0,0,0,0
878 Vikings: Invasions of England,0,0,0,0,0,0,1,0
San Marco,0,0,0,1,0,0,0,0
Bridge,0,0,0,1,1,0,0,0
Genoa,0,0,0,1,0,0,0,0
Smash Up: Science Fiction Double Feature,0,0,1,1,0,0,0,0
Santiago,0,0,0,1,0,0,0,0
The Palaces of Carrara,0,0,0,1,0,0,0,0
Maharaja: The Game of Palace Building in India,0,0,0,1,0,0,0,0
Homesteaders,0,0,0,1,0,0,0,0
Last Night on Earth: The Zombie Game,0,0,1,0,0,0,0,0
Container,0,0,0,1,0,0,0,0
Morels,0,0,0,0,0,1,0,0
Akrotiri,0,0,0,1,0,0,0,0
Age of Industry,0,0,0,1,0,0,0,0
Rhino Hero: Super Battle,0,1,0,0,0,1,0,0
Tragedy Looper,0,0,1,1,0,0,0,0
Nova Luna,0,0,0,0,1,0,0,0
Signorie,0,0,0,1,0,0,0,0
Heroscape Master Set: Swarm of the Marro,1,0,1,0,0,0,0,0
Ascension: Storm of Souls,0,0,0,1,0,0,0,0
Roll Through the Ages: The Bronze Age,0,0,0,1,0,1,0,0
Louis XIV,0,0,0,1,0,0,0,0
Core Worlds,0,0,0,1,0,0,0,0
"Heroes of Land, Air & Sea",0,0,0,1,0,0,0,0
CO₂: Second Chance,0,0,0,1,0,0,0,0
Diamant,0,0,0,0,0,1,0,0
Forbidden Island,0,0,0,0,0,1,0,0
Kanban EV,0,0,0,1,0,0,0,0
Hawaii,0,0,0,1,0,0,0,0
The Castles of Burgundy: The Card Game,0,0,0,1,0,0,0,0
Web of Power,0,0,0,1,0,1,0,0
Rhino Hero,0,1,0,0,0,1,0,0
Pictomania,0,0,0,0,0,0,0,1
Thunder Alley,0,0,1,0,0,0,0,0
Tumblin-Dice,0,0,0,0,0,1,0,1
Kitchen Rush,0,0,1,0,0,1,0,0
Unfair,0,0,1,1,0,0,0,0
Gentes,0,0,0,1,0,0,0,0
Catacombs (Third Edition),0,0,1,0,0,0,0,0
Adrenaline,0,0,1,1,0,0,0,0
Dungeons & Dragons: Wrath of Ashardalon Board Game,0,0,1,0,0,0,0,0
Tiny Epic Quest,0,0,0,1,0,0,0,0
Legacy: The Testament of Duke de Crecy,0,0,1,1,0,0,0,0
Can't Stop,0,0,0,0,0,1,0,0
Pandemic: Rising Tide,0,0,0,1,0,0,0,0
Britannia,0,0,0,0,0,0,1,0
The Others,0,0,1,0,0,0,0,0
Lanterns: The Harvest Festival,0,0,0,0,0,1,0,0
The City of Kings,0,0,1,1,0,0,0,0
Shards of Infinity,0,0,0,1,0,0,0,0
Dale of Merchants,0,0,0,1,0,1,0,0
Tammany Hall,0,0,0,1,0,0,0,0
Flick 'em Up!,0,0,1,0,0,1,0,0
Wasteland Express Delivery Service,0,0,1,1,0,0,0,0
Dream Factory,0,0,0,1,0,1,0,0
Attika,0,0,0,1,0,0,0,0
Railroad Ink: Blazing Red Edition,0,0,0,0,0,1,0,0
Cloudspire,0,0,0,1,0,0,0,0
Ticket to Ride: Rails & Sails,0,0,0,0,0,1,0,0
5-Minute Dungeon,0,0,0,0,0,1,0,0
Palm Island,0,0,0,0,0,1,0,0
Fort,0,0,0,1,0,0,0,0
Empire of the Sun,0,0,0,0,0,0,1,0
Polis: Fight for the Hegemony,0,0,0,1,0,0,1,0
Wizard,0,0,0,0,0,1,0,0
Zooloretto,0,0,0,0,0,1,0,0
Concept,0,0,0,0,0,0,0,1
Ascension: Return of the Fallen,0,0,0,1,0,0,0,0
Crystal Palace,0,0,0,1,0,0,0,0
Mahjong,0,0,0,0,1,0,0,0
Qwixx,0,0,0,0,0,1,0,0
Discoveries: The Journals of Lewis and Clark,0,0,0,1,0,0,0,0
Trismegistus: The Ultimate Formula,0,0,0,1,0,0,0,0
Marvel Dice Masters: Uncanny X-Men,1,0,0,0,0,0,0,0
Snow Tails,0,0,0,1,0,1,0,0
Dungeons & Dragons: Castle Ravenloft Board Game,0,0,1,0,0,0,0,0
Fabled Fruit,0,0,0,0,0,1,0,0
La Città,0,0,0,1,0,0,0,0
Legendary Encounters: A Predator Deck Building Game,0,0,1,0,0,0,0,0
Tang Garden,0,0,0,0,0,1,0,0
The Bloody Inn,0,0,0,1,0,0,0,0
Antike,0,0,0,1,0,0,0,0
Crown of Emara,0,0,0,1,0,0,0,0
DC Comics Deck-Building Game,0,0,1,0,0,0,0,0
Star Wars: The Queen's Gambit,0,0,1,0,0,0,0,0
The Lost Expedition,0,0,1,0,0,0,0,0
Meeple Circus,0,0,0,0,0,1,0,1
Zombicide Season 3: Rue Morgue,0,0,1,0,0,0,0,0
Merchant of Venus (Second Edition),0,0,1,1,0,0,0,0
"Air, Land, & Sea",0,0,0,1,0,0,0,0
Hannibal & Hamilcar,0,0,0,0,0,0,1,0
Gold West,0,0,0,1,0,0,0,0
Werewords,0,0,0,0,0,0,0,1
History of the World,0,0,1,1,0,0,0,0
Smash Up: Pretty Pretty Smash Up,0,0,0,1,0,0,0,0
CO₂,0,0,0,1,0,0,0,0
The Speicherstadt,0,0,0,1,0,1,0,0
Battle for Rokugan,0,0,0,1,0,0,1,0
Automobiles,0,0,0,1,0,1,0,0
Thunderstone: Dragonspire,0,0,1,1,0,0,0,0
Qwirkle,0,0,0,0,1,1,0,0
Space Hulk (Fourth Edition),0,0,1,0,0,0,0,0
Mr. Jack Pocket,0,0,0,1,0,0,0,0
Star Trek: Frontiers,0,0,0,1,0,0,0,0
Parade,0,0,0,0,0,1,0,0
The Grimm Forest,0,0,0,0,0,1,0,0
Disney Villainous: Wicked to the Core,0,0,0,0,0,1,0,0
Black Rose Wars,0,0,0,1,0,0,0,0
Mint Works,0,0,0,1,0,0,0,0
BattleCON: War of Indines,0,0,0,1,0,0,0,0
Rex: Final Days of an Empire,0,0,1,1,0,0,0,0
Manila,0,0,0,0,0,1,0,0
Valley of the Kings,0,0,0,1,0,0,0,0
"Warhammer 40,000: Conquest",1,0,0,0,0,0,0,0
Cerebria: The Inside World,0,0,0,1,0,0,0,0
The Shipwreck Arcana,0,0,0,1,0,0,0,0
Railroad Revolution,0,0,0,1,0,0,0,0
Batman: Gotham City Chronicles,0,0,1,0,0,0,0,0
Wiz-War (Eighth Edition),0,0,1,0,0,0,0,0
Cottage Garden,0,0,0,0,0,1,0,0
Smash Up: Monster Smash,0,0,0,1,0,1,0,0
Bus,0,0,0,1,0,0,0,0
Tak,0,0,0,0,1,0,0,0
Black Fleet,0,0,0,0,0,1,0,0
Atlantis Rising (Second Edition),0,0,0,1,0,1,0,0
Menara,0,0,0,0,0,1,0,0
Sub Terra,0,0,1,0,0,0,0,0
Fields of Green,0,0,0,1,0,0,0,0
World's Fair 1893,0,0,0,1,0,1,0,0
SpaceCorp,0,0,0,1,0,0,0,0
Majesty: For the Realm,0,0,0,0,0,1,0,0
Stronghold,0,0,0,1,0,0,0,0
Jaws,0,0,1,0,0,0,0,0
Netrunner,1,0,0,0,0,0,0,0
Rivals for Catan,0,0,0,1,0,0,0,0
Islebound,0,0,0,1,0,0,0,0
Vinci,0,0,0,1,0,0,0,0
Tide of Iron,0,0,0,0,0,0,1,0
Fantastic Factories,0,0,0,1,0,0,0,0
A Study in Emerald,0,0,0,1,0,0,0,0
Wilderness War,0,0,0,0,0,0,1,0
Blitzkrieg!: World War Two in 20 Minutes,0,0,0,1,0,0,1,0
Nidavellir,0,0,0,1,0,1,0,0
Fleet: The Dice Game,0,0,0,1,0,0,0,0
Firenze,0,0,0,1,0,1,0,0
Nations: The Dice Game,0,0,0,1,0,1,0,0
Dice Hospital,0,0,0,1,0,1,0,0
Winner's Circle,0,0,0,0,0,1,0,0
Call to Adventure,0,0,1,0,0,0,0,0
The Big Book of Madness,0,0,0,1,0,0,0,0
Lovecraft Letter,0,0,0,0,0,0,0,1
Under Falling Skies,0,0,0,1,0,0,0,0
When I Dream,0,0,0,0,0,0,0,1
Condottiere,0,0,0,1,0,0,0,0
Via Nebula,0,0,0,1,0,1,0,0
Loony Quest,0,0,0,0,0,1,0,0
Istanbul: The Dice Game,0,0,0,0,0,1,0,0
Mr. Jack in New York,0,0,0,1,0,0,0,0
Blue Lagoon,0,0,0,0,1,1,0,0
Metropolys,0,0,0,1,0,0,0,0
Luxor,0,0,0,0,0,1,0,0
Tales & Games: The Hare & the Tortoise,0,0,0,0,0,1,0,0
"Hey, That's My Fish!",0,0,0,0,1,1,0,0
Ticket to Ride: New York,0,0,0,0,0,1,0,0
Battles of Westeros,0,0,1,0,0,0,1,0
Axis & Allies Anniversary Edition,0,0,0,0,0,0,1,0
Battle Cry,0,0,0,0,0,0,1,0
Terror in Meeple City,0,0,0,0,0,1,0,0
China,0,0,0,1,0,0,0,0
Zendo,0,0,0,0,1,0,0,0
Q.E.,0,0,0,1,0,0,0,1
Shadowrun: Crossfire,0,0,1,0,0,0,0,0
Falling Sky: The Gallic Revolt Against Caesar,0,0,0,0,0,0,1,0
ICECOOL,0,1,0,0,0,1,0,0
Smash Up,0,0,0,1,0,0,0,0
A Distant Plain,0,0,0,0,0,0,1,0
Lowlands,0,0,0,1,0,0,0,0
NMBR 9,0,0,0,0,1,1,0,0
Dice Town,0,0,0,0,0,1,0,0
Massive Darkness,0,0,1,0,0,0,0,0
DinoGenics,0,0,1,0,0,0,0,0
Quartermaster General,0,0,0,1,0,0,1,0
Fauna,0,0,0,0,0,1,0,0
The Search for Planet X,0,0,0,1,0,0,0,0
Letter Jam,0,0,0,0,0,1,0,0
Container: 10th Anniversary Jumbo Edition!,0,0,0,1,0,0,0,0
Fog of Love,0,0,1,0,0,0,0,0
The Lord of the Rings,0,0,1,0,0,0,0,0
Empires of the Void II,0,0,0,1,0,0,0,0
Princes of the Renaissance,0,0,0,1,0,0,0,0
Eight-Minute Empire: Legends,0,0,0,1,0,1,0,0
Ikusa,0,0,1,0,0,0,1,0
Quarriors!,0,0,0,1,0,0,0,0
Yggdrasil,0,0,1,1,0,0,0,0
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",0,0,0,1,0,0,1,0
1812: The Invasion of Canada,0,0,0,1,0,0,1,0
Witness,0,0,1,0,0,0,0,1
Runebound: Second Edition,0,0,1,0,0,0,0,0
Honshū,0,0,0,0,0,1,0,0
Linko!,0,0,0,0,0,1,0,0
Diamonds: Second Edition,0,0,0,0,0,1,0,0
Wendake,0,0,0,1,0,0,0,0
1889: History of Shikoku Railways,0,0,0,1,0,0,0,0
Riverboat,0,0,0,1,0,0,0,0
Ambush!,0,0,0,0,0,0,1,0
Domaine,0,0,0,1,0,0,0,0
Love Letter,0,0,0,0,0,1,0,1
No Retreat! The Russian Front,0,0,0,0,0,0,1,0
Watson & Holmes,0,0,1,0,0,0,0,0
Warhammer Quest,0,0,1,0,0,0,0,0
Two Rooms and a Boom,0,0,0,0,0,0,0,1
Unmatched: Cobble & Fog,0,0,0,1,0,0,0,0
Dream Home,0,0,0,0,0,1,0,0
Wildlands,0,0,0,1,0,0,0,0
Level 7 \91\Omega Protocol\93\,0,0,1,1,0,0,0,0
Sons of Anarchy: Men of Mayhem,0,0,1,0,0,0,0,0
Caylus Magna Carta,0,0,0,1,0,0,0,0
Legend of the Five Rings: The Card Game,1,0,0,0,0,0,0,0
Zombicide: Invader,0,0,1,1,0,0,0,0
Deep Space D-6,0,0,1,0,0,0,0,0
Unlock!: Escape Adventures - Squeek & Sausage,0,0,1,0,0,0,0,0
Disney Villainous: Evil Comes Prepared,0,0,0,0,0,1,0,0
Animal Upon Animal,0,1,0,0,0,0,0,0
Manoeuvre,0,0,0,0,0,0,1,0
Primordial Soup,0,0,0,1,0,0,0,0
Automania,0,0,0,1,0,0,0,0
Raccoon Tycoon,0,0,0,0,0,1,0,0
Hardback,0,0,0,1,0,1,0,0
Steam Park,0,0,0,0,0,1,0,0
Vikings Gone Wild,0,0,0,1,0,0,0,0
Power Grid: Factory Manager,0,0,0,1,0,0,0,0
Paper Tales,0,0,0,1,0,0,0,0
Kingsburg (Second Edition),0,0,0,1,0,0,0,0
Vanuatu,0,0,0,1,0,0,0,0
Whistle Stop,0,0,0,1,0,0,0,0
Loopin' Louie,0,1,0,0,0,0,0,0
Risk: Star Wars Edition,0,0,1,0,0,0,0,0
For the People,0,0,0,0,0,0,1,0
Fangs,0,0,0,0,0,0,0,1
Tsuro,0,0,0,0,1,1,0,0
Fortune and Glory: The Cliffhanger Game,0,0,1,0,0,0,0,0
Witch's Brew,0,0,0,1,0,1,0,0
Haggis,0,0,0,1,0,0,0,0
Herbaceous,0,0,0,0,0,1,0,0
Mottainai,0,0,0,1,0,0,0,0
Duelosaur Island,0,0,0,1,0,0,0,0
Imperial Struggle,0,0,0,1,0,0,1,0
Coconuts,0,1,0,0,0,1,0,0
Cat Lady,0,0,0,0,0,1,0,0
Pathfinder Adventure Card Game: Skull & Shackles - Base Set,1,0,1,0,0,0,0,0
Ninjato,0,0,0,1,0,0,0,0
The Magnificent,0,0,0,1,0,0,0,0
Ghost Fightin' Treasure Hunters,0,1,0,0,0,1,0,0
Yellow & Yangtze,0,0,0,1,0,0,0,0
Fleet,0,0,0,1,0,0,0,0
Plague Inc.: The Board Game,0,0,0,1,0,0,0,0
Blueprints,0,0,0,0,0,1,0,0
La Isla,0,0,0,1,0,1,0,0
Quarto,0,0,0,0,1,0,0,0
Hansa,0,0,0,1,0,0,0,0
Escape Room: The Game,0,0,0,0,0,1,0,0
Andean Abyss,0,0,0,0,0,0,1,0
"Julius Caesar: Caesar, Pompey, and the Roman Civil War",0,0,0,0,0,0,1,0
Trains: Rising Sun,0,0,0,1,0,0,0,0
Peloponnes,0,0,0,1,0,0,0,0
Catan Card Game,0,0,0,1,0,0,0,0
Hamburgum,0,0,0,1,0,0,0,0
Archaeology: The New Expedition,0,0,0,0,0,1,0,0
Strasbourg,0,0,0,1,0,0,0,0
Coffee Roaster,0,0,0,1,0,0,0,0
The Prodigals Club,0,0,0,1,0,0,0,0
Chimera Station,0,0,0,1,0,0,0,0
Claustrophobia 1643,0,0,1,0,0,0,0,0
Hallertau,0,0,0,1,0,0,0,0
Conflict of Heroes: Storms of Steel! - Kursk 1943,0,0,0,0,0,0,1,0
Three Kingdoms Redux,0,0,0,1,0,0,0,0
Carcassonne: South Seas,0,0,0,0,0,1,0,0
Fairy Tale,0,0,0,1,0,1,0,0
Legacy of Dragonholt,0,0,1,0,0,0,0,0
Dead Men Tell No Tales,0,0,1,1,0,0,0,0
Ultimate Werewolf: Ultimate Edition,0,0,0,0,0,0,0,1
The Reckoners,0,0,1,0,0,0,0,0
Merlin,0,0,0,1,0,0,0,0
Forum Trajanum,0,0,0,1,0,0,0,0
Planet Steam,0,0,0,1,0,0,0,0
Colossal Arena,0,0,0,1,0,1,0,0
Rise of Augustus,0,0,0,0,0,1,0,0
Machi Koro,0,0,0,0,0,1,0,0
Hacienda,0,0,0,1,0,0,0,0
Thunderbolt Apache Leader,0,0,0,0,0,0,1,0
GIPF,0,0,0,0,1,0,0,0
Fief: France 1429,0,0,0,1,0,0,0,0
Mission: Red Planet,0,0,0,1,0,0,0,0
Cleopatra and the Society of Architects,0,0,0,1,0,1,0,0
Keythedral,0,0,0,1,0,0,0,0
New York 1901,0,0,0,0,0,1,0,0
Agra,0,0,0,1,0,0,0,0
The Golden Ages,0,0,0,1,0,0,0,0
A Touch of Evil: The Supernatural Game,0,0,1,0,0,0,0,0
Reavers of Midgard,0,0,0,1,0,0,0,0
A Game of Thrones: The Card Game,1,0,0,1,0,0,0,0
Santiago de Cuba,0,0,0,1,0,1,0,0
Arkadia,0,0,0,1,0,0,0,0
Beyond the Sun,0,0,0,1,0,0,0,0
Explorers of the North Sea,0,0,0,1,0,0,0,0
Liberty or Death: The American Insurrection,0,0,0,0,0,0,1,0
Java,0,0,0,1,0,0,0,0
Merchant of Venus,0,0,0,1,0,0,0,0
Catacombs,0,0,1,0,0,0,0,0
Jump Drive,0,0,0,1,0,1,0,0
Liberté,0,0,0,1,0,0,0,0
Kraftwagen,0,0,0,1,0,0,0,0
Crisis,0,0,0,1,0,0,0,0
Council of 4,0,0,0,1,0,0,0,0
Mythos Tales,0,0,1,0,0,0,0,0
Guildhall,0,0,0,1,0,1,0,0
Rallyman,0,0,1,0,0,1,0,0
Blokus Duo,0,0,0,0,1,0,0,0
Smash Up: It's Your Fault!,0,0,0,0,0,0,0,0
The Werewolves of Miller's Hollow,0,0,0,0,0,0,0,1
Encore!,0,0,0,0,0,1,0,0
The Game,0,0,0,0,0,1,0,0
Medieval Academy,0,0,0,0,0,1,0,0
Stick 'Em,0,0,0,1,0,0,0,0
Dungeon Twister,0,0,0,1,0,0,0,0
Viceroy,0,0,0,1,0,0,0,0
Medina,0,0,0,1,1,0,0,0
Dungeon Fighter,0,0,0,0,0,0,0,1
Ecos: First Continent,0,0,0,1,0,1,0,0
Rattus,0,0,0,1,0,1,0,0
Ponzi Scheme,0,0,0,1,0,0,0,0
Escape from the Aliens in Outer Space,0,0,1,0,0,0,0,0
Last Bastion,0,0,0,1,0,0,0,0
Cockroach Poker,0,0,0,0,0,0,0,1
Tiny Epic Zombies,0,0,1,0,0,0,0,0
Heroes of Normandie,0,0,0,0,0,0,1,0
Carcassonne: Winter Edition,0,0,0,0,0,1,0,0
Poker,0,0,0,1,0,0,0,0
Evo,0,0,0,1,0,1,0,0
Castle Panic,0,0,0,0,0,1,0,0
Hostage Negotiator,0,0,1,0,0,0,0,0
Elfenland,0,0,0,0,0,1,0,0
Thunderbirds,0,0,1,0,0,0,0,0
BattleTech,0,0,1,0,0,0,1,0
Dark Moon,0,0,1,0,0,0,0,0
Rialto,0,0,0,1,0,0,0,0
Irish Gauge,0,0,0,1,0,0,0,0
Ulm,0,0,0,1,0,0,0,0
Insider,0,0,0,0,0,0,0,1
Rise of Tribes,0,0,0,1,0,0,0,0
Eat Poop You Cat,0,0,0,0,0,0,0,1
Fallout,0,0,1,0,0,0,0,0
Fire & Axe: A Viking Saga,0,0,0,1,0,0,0,0
Sylvion,0,0,0,1,0,0,0,0
Exit: The Game - The Sinister Mansion,0,0,0,0,0,0,0,0
Fireball Island: The Curse of Vul-Kar,0,0,0,0,0,1,0,0
Circadians: First Light,0,0,0,1,0,0,0,0
Ubongo,0,0,0,0,1,1,0,0
"The Hunters: German U-Boats at War, 1939-43",0,0,0,0,0,0,1,0
Street Masters,0,0,1,0,0,0,0,0
Outfoxed!,0,1,0,0,0,0,0,0
Axis & Allies Europe 1940,0,0,0,0,0,0,1,0
The Magic Labyrinth,0,1,0,0,0,1,0,0
Mega Civilization,0,0,0,1,0,0,0,0
Sentient,0,0,0,1,0,0,0,0
On Tour,0,0,0,0,0,1,0,0
Timeline: Inventions,0,0,0,0,0,1,0,0
Tournay,0,0,0,1,0,0,0,0
Titan,0,0,1,0,0,0,1,0
Royals,0,0,0,1,0,1,0,0
Ticket to Ride: London,0,0,0,0,0,1,0,0
Wings of War: Famous Aces,0,0,0,0,0,0,1,0
Villages of Valeria,0,0,0,1,0,0,0,0
Trails of Tucana,0,0,0,0,0,1,0,0
XenoShyft: Onslaught,0,0,1,1,0,0,0,0
Advanced Squad Leader: Starter Kit #2,0,0,0,0,0,0,1,0
Detective: City of Angels,0,0,1,0,0,0,0,0
Betrayal at Baldur's Gate,0,0,1,0,0,0,0,0
Clinic: Deluxe Edition,0,0,0,1,0,0,0,0
Unlock!: Escape Adventures - The Formula,0,0,1,0,0,0,0,0
Unmatched: Robin Hood vs. Bigfoot,0,0,0,0,0,0,0,0
Era: Medieval Age,0,0,0,1,0,1,0,0
Saboteur,0,0,0,0,0,1,0,1
UBOOT: The Board Game,0,0,1,0,0,0,0,0
KeyForge: Age of Ascension,1,0,0,1,0,0,0,0
Roam,0,0,0,0,0,1,0,0
Starship Catan,0,0,0,1,0,0,0,0
Mykerinos,0,0,0,1,0,0,0,0
Cartagena,0,0,0,0,0,1,0,0
